order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI0000124,ORD0000084,P00124,1,4099,0
OI0000125,ORD0000085,P00348,1,1649,0
OI0000126,ORD0000085,P00309,1,1299,0
OI0000127,ORD0000086,P00451,1,2999,0
OI0000128,ORD0000086,P00630,1,849,0
OI0000129,ORD0000086,P00147,1,1499,0
OI0000130,ORD0000086,P00042,1,2999,0
OI0000131,ORD0000087,P00476,1,899,0
OI0000132,ORD0000088,P00332,1,1104,15
OI0000133,ORD0000089,P00474,1,7054,15
OI0000134,ORD0000090,P00016,1,2124,15
OI0000135,ORD0000090,P00351,1,1487,15
OI0000136,ORD0000091,P00569,2,1699,0
OI0000137,ORD0000092,P00053,1,4899,0
OI0000138,ORD0000092,P00489,1,3699,0
OI0000139,ORD0000093,P00614,1,1249,0
OI0000140,ORD0000093,P00009,1,1799,0
OI0000141,ORD0000094,P00104,1,4699,0
OI0000142,ORD0000094,P00324,1,699,0
OI0000143,ORD0000094,P00418,1,6499,0
OI0000144,ORD0000095,P00401,1,3314,15
OI0000145,ORD0000096,P00402,1,2124,15
OI0000146,ORD0000097,P00255,1,12154,15
OI0000147,ORD0000098,P00007,1,4999,0
OI0000148,ORD0000098,P00275,1,599,0
OI0000149,ORD0000098,P00402,1,2499,0
OI0000150,ORD0000099,P00438,1,9499,0
OI0000151,ORD0000099,P00124,1,4099,0
OI0000152,ORD0000099,P00213,1,86399,0
OI0000153,ORD0000100,P00308,1,649,0
OI0000154,ORD0000101,P00401,1,3899,0
OI0000155,ORD0000101,P00437,1,1949,0
OI0000156,ORD0000102,P00629,1,4499,0
OI0000157,ORD0000102,P00572,1,399,0
OI0000158,ORD0000103,P00190,1,2399,0
OI0000159,ORD0000104,P00132,1,6099,0
OI0000160,ORD0000105,P00611,1,1317,15
OI0000161,ORD0000105,P00242,1,7819,15
OI0000162,ORD0000106,P00408,1,3899,0
OI0000163,ORD0000107,P00511,1,3999,0
OI0000164,ORD0000108,P00315,1,1299,0
OI0000165,ORD0000108,P00438,1,9499,0
OI0000166,ORD0000109,P00553,2,934,15
OI0000167,ORD0000110,P00358,1,3099,0
OI0000168,ORD0000111,P00214,1,26349,15
OI0000169,ORD0000111,P00242,1,7819,15
OI0000170,ORD0000111,P00268,1,14194,15
OI0000171,ORD0000111,P00162,1,4079,15
OI0000172,ORD0000112,P00053,1,4899,0
OI0000173,ORD0000113,P00047,1,2634,15
OI0000174,ORD0000114,P00167,1,4499,0
OI0000175,ORD0000114,P00167,1,4499,0
OI0000176,ORD0000115,P00627,1,2099,0
OI0000177,ORD0000116,P00408,1,3899,0
OI0000178,ORD0000117,P00132,1,5184,15
OI0000179,ORD0000117,P00408,1,3314,15
OI0000180,ORD0000117,P00043,1,5779,15
OI0000181,ORD0000118,P00511,1,3999,0
OI0000182,ORD0000118,P00124,1,4099,0
OI0000183,ORD0000118,P00038,1,3699,0
OI0000184,ORD0000119,P00629,1,4499,0
OI0000185,ORD0000120,P00033,1,2399,0
OI0000186,ORD0000121,P00623,1,3999,0
OI0000187,ORD0000122,P00017,1,807,15
OI0000188,ORD0000122,P00124,1,3484,15
OI0000189,ORD0000123,P00110,1,1189,15
OI0000190,ORD0000123,P00193,1,3909,15
OI0000191,ORD0000124,P00488,1,1249,0
OI0000192,ORD0000125,P00285,1,799,0
OI0000193,ORD0000125,P00625,1,5299,0
OI0000194,ORD0000126,P00071,1,4899,0
OI0000195,ORD0000127,P00171,1,2294,15
OI0000196,ORD0000128,P00032,1,1649,0
OI0000197,ORD0000129,P00111,1,1049,0
OI0000198,ORD0000129,P00155,1,2499,0
OI0000199,ORD0000130,P00398,1,949,0
OI0000200,ORD0000131,P00010,1,1699,15
OI0000201,ORD0000131,P00565,2,892,15
OI0000202,ORD0000132,P00379,1,8999,0
OI0000203,ORD0000132,P00511,1,3999,0
OI0000204,ORD0000133,P00546,1,552,15
OI0000205,ORD0000133,P00173,1,3144,15
OI0000206,ORD0000134,P00567,2,3199,0
OI0000207,ORD0000135,P00285,1,679,15
OI0000208,ORD0000135,P00557,3,382,15
OI0000209,ORD0000136,P00277,1,2199,0
OI0000210,ORD0000137,P00417,1,5799,0
OI0000211,ORD0000138,P00364,1,2899,0
OI0000212,ORD0000138,P00424,1,13599,0
OI0000213,ORD0000139,P00395,1,8699,0
OI0000214,ORD0000140,P00624,1,3739,15
OI0000215,ORD0000141,P00384,1,4999,0
OI0000216,ORD0000142,P00086,1,4589,15
OI0000217,ORD0000143,P00623,1,3399,15
OI0000218,ORD0000144,P00467,1,599,0
OI0000219,ORD0000144,P00408,1,3899,0
OI0000220,ORD0000144,P00010,1,1999,0
OI0000221,ORD0000145,P00165,1,2294,15
OI0000222,ORD0000146,P00248,1,31874,15
OI0000223,ORD0000147,P00103,1,2799,0
OI0000224,ORD0000147,P00511,1,3999,0
OI0000225,ORD0000147,P00036,1,4099,0
OI0000226,ORD0000148,P00488,3,1249,0
OI0000227,ORD0000149,P00416,1,3299,0
OI0000228,ORD0000149,P00124,1,4099,0
OI0000229,ORD0000149,P00168,1,4799,0
OI0000230,ORD0000150,P00401,1,3899,0
OI0000231,ORD0000151,P00511,1,3999,0
OI0000232,ORD0000152,P00173,1,3699,0
OI0000233,ORD0000153,P00176,1,3484,15
OI0000234,ORD0000154,P00214,1,30999,0
OI0000235,ORD0000155,P00486,2,749,0
OI0000236,ORD0000155,P00152,1,2899,0
OI0000237,ORD0000156,P00242,1,9199,0
OI0000238,ORD0000156,P00320,1,1149,0
OI0000239,ORD0000157,P00190,1,2399,0
OI0000240,ORD0000157,P00581,1,2299,0
OI0000241,ORD0000157,P00276,1,1799,0
OI0000242,ORD0000157,P00227,1,22299,0
OI0000243,ORD0000158,P00593,1,1299,0
OI0000244,ORD0000159,P00462,1,509,15
OI0000245,ORD0000160,P00627,1,2099,0
OI0000246,ORD0000161,P00111,1,1049,0
OI0000247,ORD0000162,P00330,1,2399,0
OI0000248,ORD0000163,P00546,2,552,15
OI0000249,ORD0000164,P00503,1,637,15
OI0000250,ORD0000165,P00449,1,3499,0
OI0000251,ORD0000165,P00475,1,2499,0
OI0000252,ORD0000166,P00627,1,2099,0
OI0000253,ORD0000167,P00190,1,2399,0
OI0000254,ORD0000168,P00546,1,649,0
OI0000255,ORD0000169,P00083,1,3399,15
OI0000256,ORD0000169,P00090,1,1359,15
OI0000257,ORD0000170,P00099,1,2199,0
OI0000258,ORD0000170,P00546,2,649,0
OI0000259,ORD0000171,P00617,1,2499,0
OI0000260,ORD0000172,P00242,1,7819,15
OI0000261,ORD0000172,P00245,1,57884,15
OI0000262,ORD0000172,P00309,1,1104,15
OI0000263,ORD0000172,P00600,1,892,15
OI0000264,ORD0000173,P00184,1,8299,0
OI0000265,ORD0000174,P00320,1,977,15
OI0000266,ORD0000175,P00386,1,637,15
OI0000267,ORD0000175,P00408,1,3314,15
OI0000268,ORD0000176,P00315,1,1299,0
OI0000269,ORD0000177,P00394,1,4199,0
OI0000270,ORD0000177,P00251,1,15699,0
OI0000271,ORD0000177,P00080,1,1749,0
OI0000272,ORD0000178,P00629,1,4499,0
OI0000273,ORD0000179,P00457,1,2999,0
OI0000274,ORD0000180,P00563,2,1299,0
OI0000275,ORD0000181,P00450,1,11099,0
OI0000276,ORD0000182,P00255,1,12154,15
OI0000277,ORD0000182,P00216,1,38504,15
OI0000278,ORD0000183,P00077,1,2799,0
OI0000279,ORD0000184,P00219,1,7309,15
OI0000280,ORD0000185,P00530,1,1147,15
OI0000281,ORD0000185,P00242,1,7819,15
OI0000282,ORD0000185,P00162,1,4079,15
OI0000283,ORD0000186,P00359,1,1099,0
OI0000284,ORD0000187,P00623,1,3399,15
OI0000285,ORD0000188,P00308,1,552,15
OI0000286,ORD0000189,P00054,1,1954,15
OI0000287,ORD0000189,P00315,1,1104,15
OI0000288,ORD0000189,P00511,2,3399,15
OI0000289,ORD0000190,P00418,1,6499,0
OI0000290,ORD0000191,P00511,1,3999,0
OI0000291,ORD0000191,P00600,1,1049,0
OI0000292,ORD0000192,P00255,1,142990,0
OI0000293,ORD0000193,P00063,1,4899,0
OI0000294,ORD0000193,P00311,1,2899,0
OI0000295,ORD0000194,P00523,2,4499,0
OI0000296,ORD0000195,P00263,1,32799,0
OI0000297,ORD0000196,P00122,1,4899,0
OI0000298,ORD0000197,P00531,1,1649,0
OI0000299,ORD0000197,P00633,1,899,0
OI0000300,ORD0000198,P00408,1,3899,0
OI0000301,ORD0000198,P00468,2,1249,0
OI0000302,ORD0000199,P00595,2,679,15
OI0000303,ORD0000200,P00173,1,3144,15
OI0000304,ORD0000200,P00277,1,1869,15
OI0000305,ORD0000201,P00214,1,26349,15
OI0000306,ORD0000202,P00385,1,3199,0
OI0000307,ORD0000202,P00408,1,3899,0
OI0000308,ORD0000203,P00629,1,3824,15
OI0000309,ORD0000204,P00232,1,15799,0
OI0000310,ORD0000204,P00414,1,899,0
OI0000311,ORD0000205,P00032,1,1649,0
OI0000312,ORD0000206,P00255,1,12154,15
OI0000313,ORD0000207,P00403,1,5269,15
OI0000314,ORD0000208,P00084,1,1062,15
OI0000315,ORD0000209,P00197,1,2599,0
OI0000316,ORD0000210,P00252,1,80999,0
OI0000317,ORD0000210,P00141,1,5499,0
OI0000318,ORD0000210,P00438,1,9499,0
OI0000319,ORD0000211,P00462,1,599,0
OI0000320,ORD0000211,P00496,3,1049,0
OI0000321,ORD0000212,P00099,1,1869,15
OI0000322,ORD0000213,P00408,1,3899,0
OI0000323,ORD0000214,P00454,1,11899,0
OI0000324,ORD0000215,P00123,1,5999,0
OI0000325,ORD0000215,P00414,1,899,0
OI0000326,ORD0000215,P00627,1,2099,0
OI0000327,ORD0000216,P00512,1,2899,0
OI0000328,ORD0000216,P00270,1,2399,0
OI0000329,ORD0000217,P00325,1,1019,15
OI0000330,ORD0000218,P00063,1,4899,0
OI0000331,ORD0000219,P00309,1,1299,0
OI0000332,ORD0000220,P00546,1,649,0
OI0000333,ORD0000221,P00500,1,467,15
OI0000334,ORD0000222,P00007,1,4999,0
OI0000335,ORD0000222,P00145,1,2199,0
OI0000336,ORD0000222,P00017,1,949,0
OI0000337,ORD0000222,P00544,1,1599,0
OI0000338,ORD0000223,P00479,2,3059,15
OI0000339,ORD0000223,P00124,1,3484,15
OI0000340,ORD0000223,P00332,1,1104,15
OI0000341,ORD0000224,P00606,1,1699,0
OI0000342,ORD0000225,P00232,1,15799,0
OI0000343,ORD0000225,P00408,1,3899,0
OI0000344,ORD0000226,P00320,1,1149,0
OI0000345,ORD0000226,P00232,1,15799,0
OI0000346,ORD0000226,P00627,1,2099,0
OI0000347,ORD0000226,P00028,1,3299,0
OI0000348,ORD0000227,P00255,1,14299,0
OI0000349,ORD0000228,P00563,1,1299,0
OI0000350,ORD0000228,P00408,1,3899,0
OI0000351,ORD0000229,P00038,1,3699,0
OI0000352,ORD0000230,P00270,1,2399,0
OI0000353,ORD0000230,P00436,1,1949,0
OI0000354,ORD0000231,P00167,1,4499,0
OI0000355,ORD0000231,P00546,2,649,0
OI0000356,ORD0000231,P00252,1,80999,0
OI0000357,ORD0000232,P00010,1,1999,0
OI0000358,ORD0000233,P00629,1,4499,0
OI0000359,ORD0000234,P00401,1,3899,0
OI0000360,ORD0000234,P00418,1,6499,0
OI0000361,ORD0000235,P00432,1,977,15
OI0000362,ORD0000235,P00189,1,2974,15
OI0000363,ORD0000235,P00007,1,4249,15
OI0000364,ORD0000236,P00474,1,8299,0
OI0000365,ORD0000236,P00366,1,3099,0
OI0000366,ORD0000236,P00344,1,999,0
OI0000367,ORD0000237,P00459,1,2294,15
OI0000368,ORD0000238,P00570,2,699,0
OI0000369,ORD0000238,P00315,1,1299,0
OI0000370,ORD0000238,P00264,1,91099,0
OI0000371,ORD0000239,P00563,1,1299,0
OI0000372,ORD0000240,P00124,1,3484,15
OI0000373,ORD0000240,P00171,1,2294,15
OI0000374,ORD0000240,P00153,1,1954,15
OI0000375,ORD0000241,P00408,1,3899,0
OI0000376,ORD0000241,P00374,1,4299,0
OI0000377,ORD0000242,P00245,1,57884,15
OI0000378,ORD0000242,P00408,1,3314,15
OI0000379,ORD0000243,P00007,1,4999,0
OI0000380,ORD0000244,P00149,1,2499,0
OI0000381,ORD0000245,P00416,1,3299,0
OI0000382,ORD0000246,P00474,1,8299,0
OI0000383,ORD0000247,P00155,1,2499,0
OI0000384,ORD0000248,P00124,1,4099,0
OI0000385,ORD0000249,P00623,1,3999,0
OI0000386,ORD0000250,P00293,1,1572,15
OI0000387,ORD0000250,P00598,1,552,15
OI0000388,ORD0000250,P00408,1,3314,15
OI0000389,ORD0000251,P00488,1,1249,0
OI0000390,ORD0000251,P00546,2,649,0
OI0000391,ORD0000252,P00443,1,5399,0
OI0000392,ORD0000252,P00097,1,1399,0
OI0000393,ORD0000252,P00297,1,699,0
OI0000394,ORD0000252,P00329,1,999,0
OI0000395,ORD0000253,P00007,1,4249,15
OI0000396,ORD0000254,P00007,1,4999,0
OI0000397,ORD0000255,P00124,1,3484,15
OI0000398,ORD0000256,P00566,1,1349,0
OI0000399,ORD0000257,P00437,1,1949,0
OI0000400,ORD0000258,P00173,1,3699,0
OI0000401,ORD0000259,P00242,1,7819,15
OI0000402,ORD0000260,P00607,1,2999,0
OI0000403,ORD0000261,P00431,1,2199,0
OI0000404,ORD0000262,P00505,1,1299,0
OI0000405,ORD0000262,P00197,1,2599,0
OI0000406,ORD0000262,P00374,1,4299,0
OI0000407,ORD0000263,P00592,1,594,15
OI0000408,ORD0000264,P00497,1,1699,0
OI0000409,ORD0000264,P00488,1,1249,0
OI0000410,ORD0000265,P00246,1,17899,0
OI0000411,ORD0000266,P00561,2,499,0
OI0000412,ORD0000267,P00438,1,9499,0
OI0000413,ORD0000268,P00475,1,2499,0
OI0000414,ORD0000269,P00401,1,3314,15
OI0000415,ORD0000269,P00555,2,2719,15
OI0000416,ORD0000270,P00064,1,5499,0
OI0000417,ORD0000270,P00042,1,2999,0
OI0000418,ORD0000270,P00531,2,1649,0
OI0000419,ORD0000271,P00053,1,4899,0
OI0000420,ORD0000272,P00063,1,4899,0
OI0000421,ORD0000273,P00515,1,5609,15
OI0000422,ORD0000273,P00412,1,1274,15
OI0000423,ORD0000274,P00420,1,3999,0
OI0000424,ORD0000275,P00222,1,71994,15
OI0000425,ORD0000276,P00337,1,2199,0
OI0000426,ORD0000277,P00497,1,1699,0
OI0000427,ORD0000278,P00127,1,3599,0
OI0000428,ORD0000279,P00048,1,3499,0
OI0000429,ORD0000280,P00493,-1,2599,0
OI0000430,ORD0000281,P00405,1,999,0
OI0000431,ORD0000282,P00401,1,3899,0
OI0000432,ORD0000283,P00193,1,4599,0
OI0000433,ORD0000283,P00448,1,3799,0
OI0000434,ORD0000283,P00197,1,2599,0
OI0000435,ORD0000283,P00180,1,3399,0
OI0000436,ORD0000284,P00396,1,7649,15
OI0000437,ORD0000285,P00332,1,1299,0
OI0000438,ORD0000285,P00281,1,799,0
OI0000439,ORD0000286,P00332,1,1104,15
OI0000440,ORD0000287,P00408,1,3314,15
OI0000441,ORD0000287,P00613,1,4674,15
OI0000442,ORD0000288,P00488,1,1062,15
OI0000443,ORD0000288,P00572,1,339,15
OI0000444,ORD0000289,P00629,1,4499,0
OI0000445,ORD0000290,P00511,2,3999,0
OI0000446,ORD0000291,P00114,1,2499,0
OI0000447,ORD0000291,P00151,1,1899,0
OI0000448,ORD0000292,P00416,1,3299,0
OI0000449,ORD0000293,P00155,1,2499,0
OI0000450,ORD0000294,P00441,1,2889,15
OI0000451,ORD0000295,P00310,1,977,15
OI0000452,ORD0000296,P00281,1,799,0
OI0000453,ORD0000296,P00232,1,15799,0
OI0000454,ORD0000296,P00380,1,5899,0
OI0000455,ORD0000297,P00256,1,40799,0
OI0000456,ORD0000298,P00527,3,949,0
OI0000457,ORD0000299,P00320,1,1149,0
OI0000458,ORD0000300,P00392,1,1999,0
OI0000459,ORD0000301,P00262,1,4299,0
OI0000460,ORD0000302,P00408,1,3899,0
OI0000461,ORD0000303,P00275,1,599,0
OI0000462,ORD0000304,P00021,1,2699,0
OI0000463,ORD0000305,P00285,1,799,0
OI0000464,ORD0000306,P00376,1,3199,0
OI0000465,ORD0000306,P00038,1,3699,0
OI0000466,ORD0000307,P00431,1,1869,15
OI0000467,ORD0000308,P00629,1,4499,0
OI0000468,ORD0000308,P00432,1,1149,0
OI0000469,ORD0000309,P00548,1,899,0
OI0000470,ORD0000310,P00251,1,15699,0
OI0000471,ORD0000311,P00488,1,1249,0
OI0000472,ORD0000311,P00223,1,6599,0
OI0000473,ORD0000312,P00221,1,5999,0
OI0000474,ORD0000313,P00346,1,2399,0
OI0000475,ORD0000314,P00095,1,5199,0
OI0000476,ORD0000314,P00119,1,2299,0
OI0000477,ORD0000315,P00560,1,1299,0
OI0000478,ORD0000316,P00346,1,2399,0
OI0000479,ORD0000317,P00036,1,4099,0
OI0000480,ORD0000317,P00124,1,4099,0
OI0000481,ORD0000317,P00606,1,1699,0
OI0000482,ORD0000317,P00099,1,2199,0
OI0000483,ORD0000318,P00007,1,4999,0
OI0000484,ORD0000319,P00582,1,254,15
OI0000485,ORD0000319,P00233,1,5099,15
OI0000486,ORD0000320,P00124,1,3484,15
OI0000487,ORD0000321,P00528,1,1349,0
OI0000488,ORD0000322,P00567,3,3199,0
OI0000489,ORD0000322,P00296,1,3199,0
OI0000490,ORD0000323,P00527,1,949,0
OI0000491,ORD0000323,P00470,3,2399,0
OI0000492,ORD0000323,P00256,1,40799,0
OI0000493,ORD0000323,P00402,1,2499,0
OI0000494,ORD0000324,P00255,1,14299,0
OI0000495,ORD0000325,P00255,1,14299,0
OI0000496,ORD0000325,P00401,1,3899,0
OI0000497,ORD0000325,P00397,1,2499,0
OI0000498,ORD0000326,P00212,1,100469,15
OI0000499,ORD0000326,P00361,1,1614,15
OI0000500,ORD0000327,P00337,1,2199,0
OI0000501,ORD0000327,P00179,1,8999,0
OI0000502,ORD0000328,P00614,1,1249,0
OI0000503,ORD0000328,P00191,1,2399,0
OI0000504,ORD0000329,P00510,1,5199,0
OI0000505,ORD0000329,P00424,1,13599,0
OI0000506,ORD0000329,P00097,1,1399,0
OI0000507,ORD0000330,P00315,1,1299,0
OI0000508,ORD0000331,P00007,1,4999,0
OI0000509,ORD0000331,P00510,1,5199,0
OI0000510,ORD0000331,P00315,1,1299,0
OI0000511,ORD0000331,P00595,3,799,0
OI0000512,ORD0000332,P00319,1,424,15
OI0000513,ORD0000332,P00407,1,7394,15
OI0000514,ORD0000332,P00285,1,679,15
OI0000515,ORD0000332,P00315,1,1104,15
OI0000516,ORD0000333,P00403,1,5269,15
OI0000517,ORD0000334,P00124,1,4099,0
OI0000518,ORD0000334,P00623,1,3999,0
OI0000519,ORD0000334,P00432,1,1149,0
OI0000520,ORD0000335,P00285,1,679,15
OI0000521,ORD0000336,P00273,1,424,15
OI0000522,ORD0000337,P00124,1,4099,0
OI0000523,ORD0000338,P00315,1,1299,0
OI0000524,ORD0000339,P00053,1,4899,0
OI0000525,ORD0000340,P00091,1,6799,0
OI0000526,ORD0000341,P00519,3,1799,0
OI0000527,ORD0000341,P00215,1,11999,0
OI0000528,ORD0000341,P00402,1,2499,0
OI0000529,ORD0000342,P00255,1,14299,0
OI0000530,ORD0000343,P00111,1,1049,0
OI0000531,ORD0000344,P00577,2,1849,0
OI0000532,ORD0000344,P00443,1,5399,0
OI0000533,ORD0000345,P00493,2,2599,0
OI0000534,ORD0000345,P00510,3,5199,0
OI0000535,ORD0000345,P00431,1,2199,0
OI0000536,ORD0000345,P00488,2,1249,0
OI0000537,ORD0000346,P00533,2,3399,0
OI0000538,ORD0000347,P00277,1,2199,0
OI0000539,ORD0000348,P00053,1,4899,0
OI0000540,ORD0000349,P00285,1,679,15
OI0000541,ORD0000349,P00459,1,2294,15
OI0000542,ORD0000350,P00082,1,3299,0
OI0000543,ORD0000351,P00124,1,4099,0
OI0000544,ORD0000352,P00124,1,4099,0
OI0000545,ORD0000353,P00212,1,118199,0
OI0000546,ORD0000354,P00231,1,118899,0
OI0000547,ORD0000355,P00173,1,3699,0
OI0000548,ORD0000356,P00053,1,4899,0
OI0000549,ORD0000357,P00577,1,1849,0
OI0000550,ORD0000358,P00057,1,2889,15
OI0000551,ORD0000359,P00169,1,2549,15
OI0000552,ORD0000359,P00486,1,637,15
OI0000553,ORD0000359,P00438,1,8074,15
OI0000554,ORD0000360,P00493,1,2599,0
OI0000555,ORD0000361,P00309,1,1299,0
OI0000556,ORD0000362,P00585,2,449,0
OI0000557,ORD0000363,P00267,1,31279,15
OI0000558,ORD0000364,P00124,1,4099,0
OI0000559,ORD0000365,P00374,1,4299,0
OI0000560,ORD0000366,P00546,2,552,15
OI0000561,ORD0000367,P00045,1,899,0
OI0000562,ORD0000367,P00315,1,1299,0
OI0000563,ORD0000367,P00380,1,5899,0
OI0000564,ORD0000367,P00233,1,5999,0
OI0000565,ORD0000368,P00524,1,2399,0
OI0000566,ORD0000369,P00124,1,3484,15
OI0000567,ORD0000369,P00124,1,3484,15
OI0000568,ORD0000369,P00614,1,1062,15
OI0000569,ORD0000370,P00419,1,2294,15
OI0000570,ORD0000371,P00391,1,7199,0
OI0000571,ORD0000372,P00124,1,4099,0
OI0000572,ORD0000373,P00124,1,4099,0
OI0000573,ORD0000373,P00242,1,9199,0
OI0000574,ORD0000374,P00132,1,6099,0
OI0000575,ORD0000375,P00511,1,3999,0
OI0000576,ORD0000376,P00604,1,6099,0
OI0000577,ORD0000376,P00242,1,9199,0
OI0000578,ORD0000377,P00242,1,7819,15
OI0000579,ORD0000378,P00262,1,4299,0
OI0000580,ORD0000378,P00511,2,3999,0
OI0000581,ORD0000379,P00468,1,1249,0
OI0000582,ORD0000380,P00248,1,37499,0
OI0000583,ORD0000380,P00053,1,4899,0
OI0000584,ORD0000380,P00042,1,2999,0
